No.,Texto
396,"Will be 10,000 in a couple of minutes…"
397,"“The U.S. government continues to support El Salvador to reduce the proliferation of gangs”. Really? Yes, we got support from the U.S. government to fight crime, but the was UNDER THE TRUMP ADMINISTRATION. You are only supporting the gangs and their “civil liberties” now."
398,"Esta basura, sobrino de un genocida, dice que: • “Las pandillas cumplen un rol social NECESARIO El Salvador”. • Y que “si quitás a las pandillas, habría una crisis social”, ya que ellos “CUMPLEN UNA FUNCIÓN”. Estos son los REFERENTES de la “comunidad internacional”. Absurdo."
399,Abril con 5 días de 0 homicidios. Seguimos… #GuerraContraPandillas
400,
401,"I have a journalist friend, he wants access to Gitmo to exercise his “freedom of the press” rights, and check if the detainees have enjoyed their “civil liberties” and a “due process”. You have terrorists that threaten you, and we have terrorists that threaten us."
402,"Más de 9,000 pandilleros en solo 15 días. Seguimos… #GuerraContraPandillas"
403,0 homicidios. Seguimos… #GuerraContraPandillas
404,"Los “angelitos” andan armados, pero no pudieron contra nuestros agentes."
405,"Hilo sobre las primeras audiencias de los pandilleros arrestados. De 163 imputados, 162 permanecerán en prisión. Siempre habrá un 1% de error que un sistema justo debe corregir. Pero queda claro que los pandilleros no saldrán libres, como pasaba antes. Hoy enfrentarán la ley.

De los más de 8,500 arrestos (realizados hasta ayer), podemos esperar que también haya un 1% de error, es decir, 85 personas aproximadamente. Pero el otro 99% (+8,400) quedarán en prisión. Y eso sin contar todos los que sigamos capturando. Seguimos… #GuerraContraPandillas

Es importante recalcar que el porcentaje de errores en capturas siempre ha sido mucho mayor al 1% en nuestro país. De hecho, siempre se capturó al inocente y nunca se tocó a los culpables. Ahora eso cambió. Pero en una operación tan grande, siempre habrá errores que corregir."
406,"8,590 pandilleros capturados, en solo 14 días. Seguimos… #GuerraContraPandillas"
407,Eso les pasa por atacar a nuestros agentes.
408,¿Por qué le violan los derechos humanos a ese angelito?
409,"Más de 8,000 pandilleros capturados en 13 días, y solo 12 de ellos con RÉGIMEN DE EXCEPCIÓN. Seguimos… #GuerraContraPandillas"
410,0 homicidios. Seguimos… #GuerraContraPandillas
411,Nuevos soldados y policías para la #GuerraContraPandillas New soldiers and police officers for the war against gangs.
412,"Estamos utilizando a los prisioneros, NO PERTENECIENTES A PANDILLAS, para que borren los grafitis, ahora ilegales, de los grupos terroristas. #GuerraContraPandillas"
413,“El arresto de este angelito es claramente un abuso de la fuerza pública contra los derechos humanos.” -Homeboys Rights Watch (@hrw)
414,¿Pero cómo saben que son pandilleros?
415,"Hasta esta hora, la @PNCSV y la @FUERZARMADASV han realizado 7,467 arrestos de pandilleros. Esto en 12 días y únicamente 11 de ellos con RÉGIMEN DE EXCEPCIÓN. Seguimos… #GuerraContraPandillas"
416,24/7
417,"6,894 pandilleros capturados en 11 días, 10 de ellos con régimen de excepción. Seguimos… #GuerraContraPandillas"
418,0 homicidios. Seguimos… #GuerraContraPandillas
419,"Cuando los alemanes querían erradicar el nazismo, prohibieron por ley toda la simbología Nazi, así como los mensajes, apologías y todo lo que fuera dirigido a promocionar el nazismo. Nadie dijo nada, era entendible que fuera así. Ahora nosotros haremos eso con las pandillas."
420,"También envié otra iniciativa de ley para que el Estado pueda utilizar todo el armamento, dinero y bienes incautados a las pandillas. De esta manera, ocuparemos sus mismos recursos para combatirlos. Veremos, de nuevo, que diputados están con el pueblo. #GuerraContraPandillas"
421,"He enviado una iniciativa de ley a la Asamblea Legislativa para prohibir el grafiti ALUSIVO A LAS PANDILLAS. En este momento está siendo discutido por los diputados. Veremos, de nuevo, quiénes están a favor del pueblo y quiénes están con las pandillas. #GuerraContraPandillas"
422,"Necesitamos hacer más espacio Director, hoy sobrepasaremos las 6,000 capturas. #GuerraContraPandillas"
423,"Literalmente, los temibles pandilleros están huyendo y escondiéndose de nuestra @PNCSV y @FUERZARMADASV. Seguimos… #GuerraContraPandillas"
424,"Algunos de los capturados ayer, en este hilo. Seguimos… #GuerraContraPandillas"
425,"Hasta esta hora, la @PNCSV y la @FUERZARMADASV han realizado 5,747 arrestos de pandilleros. Hoy arrestaron al terrorista Noé León López, alias Fantasma, en la col. Guayacán. Esto en 9 días y únicamente 8 de ellos con RÉGIMEN DE EXCEPCIÓN. Seguimos… #GuerraContraPandillas"
426,Cayeron 6 “palabreros” más. Pase a ver el hilo👇🏼 Seguimos… #GuerraContraPandillas
427,"Ha quedado claro quiénes son los socios de los pandilleros. Todos han salido a defenderlos: Financistas, narcos, políticos y jueces corruptos, ONGs de “derechos humanos”, la “comunidad internacional”, la CIDH, periodistas y medios de Open Society, etc. Se quitaron la máscara.

No hay duda que arreciarán sus ataques a medida sientan que pierden su brazo armado. Vendrán condenas, noticias falsas desde sus medios, demandas internacionales, financiamiento del terrorismo, etc. Pero si Dios y el pueblo están con nosotros, ganaremos. #GuerraContraPandillas"
428,Más vehículos blindados de la #Fase3 del #PlanControlTerritorial en camino. Seguimos… #GuerraContraPandillas
429,Seguimos… #GuerraContraPandillas
430,Algunos de los “angelitos” capturados en las últimas 24 horas. Seguimos… #GuerraContraPandillas
431,"Hasta esta hora, la @PNCSV y la @FUERZARMADASV han realizado 5,184 arrestos de pandilleros. Esto en 8 días y únicamente 7 de ellos con RÉGIMEN DE EXCEPCIÓN. Seguimos… #GuerraContraPandillas"
432,Más capturas. Seguimos… #GuerraContraPandillas
433,24/7 Seguimos… #GuerraContraPandillas
434,Ayer: 0 homicidios Hoy: 1 homicidio Total de homicidios en lo que va de abril: 1 persona honrada Promedio: 0.5 homicidios por día.
435,"Este cabecilla fue LIBERADO 7 VECES por varios jueces entre 2005 y 2016. Esa es la “independencia judicial” que defienden las ONGs y la “comunidad internacional”. Pero ya no seremos más su experimento social, ni sus ratas de laboratorio. El Salvador decidió liberarse 🇸🇻"
436,"Por ahora. Pero si incrementan homicidios, eliminaremos totalmente la alimentación en los centros penales de pandilleros. Y ahora hay más de 5,000 nuevos inquilinos (arrestados en estos 7 días de régimen de excepción). Todo arrestado irá a vivir el mismo régimen, por 30 años."
437,"Restaurantes, bares, conciertos, eventos culturales, sitios turísticos, comercios, playas, todo lleno. La gente en El Salvador no está asediada, los que están asediados son los criminales. El 99% de la población está feliz. Seguimos… #GuerraContraPandillas"
438,"Señor Director, hay que trasladar muchos más reos y así tener suficiente espacio en las bartolinas para todas las capturas que se vienen. Coordine con la @PNCSV más traslados a los penales y mantengan las bartolinas vacías para volverlas a llenar. #GuerraContraPandillas"
439,"Los pandilleros deben entender que no son rivales para la policía y el ejército, lo mejor es rendirse."
440,0 homicidios 🇸🇻
441,"Hasta esta hora, la @PNCSV y la @FUERZARMADASV han realizado 4,357 arrestos de pandilleros. Hoy arrestaron al terrorista Jorge Alberto Urbina, alias Saeta, ranflero de la MS. Esto en 7 días y únicamente 6 de ellos con RÉGIMEN DE EXCEPCIÓN. Seguimos… #GuerraContraPandillas"
442,"Para estas ONGs autodenominadas de “defensa de los derechos humanos”, estado de derecho significa que los 42 pandilleros debieron haber salido libres a asesinar salvadoreños. Su agenda está clara. Ya ni la disimulan. Quieren ver a nuestro pueblo desangrarse, ese es su negocio."
443,“Homeboys Rights Watch”.
444,30 años de cárcel para cada uno. Seguimos… #GuerraContraPandillas
445,¿Pero cómo saben que son pandilleros?
446,También hago un llamado a la @FGR_SV a investigar los posibles nexos de este juez con el crimen organizado y las estructuras terroristas.
447,"Por cierto, no se ha liberado a NINGÚN pandillero. Un juez intentó liberar 42 de un caso del 2019, pero TODOS CONTINÚAN EN PRISIÓN y el caso pasará a una instancia superior. Hago un llamado a la Corte Suprema de Justicia a remover a los jueces cómplices del crimen organizado."
448,"Hasta ayer a las 12 de la noche, la @PNCSV y la @FUERZARMADASV habían realizado 3,873 arrestos de pandilleros. Esto en solo 6 días y únicamente 5 de ellos con RÉGIMEN DE EXCEPCIÓN. Todos ellos serán llevados a penales de máxima seguridad. Seguimos… #GuerraContraPandillas"
449,¿Pero cómo saben que es pandillero?
450,Este pandillero de seguro se cayó o algo.
451,Un “ranflero” (uno de los 15 líderes nacionales de la MS-13) capturado. Seguimos… #GuerraContraPandillas
452,Eso le pasa por acelerar al ver el retén.
453,"A LOS PADRES DE FAMILIA: Muéstrenles este video a sus hijos adolescentes, explíquenles que entrar a la pandilla solo tiene 2 salidas: la cárcel o la muerte. #GuerraContraPandillas"
454,"Desde el domingo, la comida es racionada y los 16,000 pandilleros encarcelados no han salido de sus celdas, ni han visto el sol. En estos días hemos arrestado 3,000 más (y seguimos). Así que cada vez habrá menos espacio y tendremos que racionar aún más. #GuerraContraPandillas"
455,1 homicidio.
456,"Antes de las 12 de la noche, llegaremos a 3,000 arrestos. En solo 5 días y con menos de 96 horas de RÉGIMEN DE EXCEPCIÓN. Ninguno saldrá libre. Seguimos… #GuerraContraPandillas"
457,"El RÉGIMEN DE EXCEPCIÓN ha sido clave en la #GuerraContraPandillas, pero necesitamos más herramientas legales para luchar más eficazmente. Es por eso que envié nuevas iniciativas de ley a la @AsambleaSV, que están siendo aprobadas ahora mismo. Estas son algunas de ellas:

Hay más… #GuerraContraPandillas"
458,"Este reconocido pandillero se queja de que ya no le dan pollo en el almuerzo y que ahora solo le dan frijoles con tortilla. Injusto es que los salvadoreños compren frijoles para comer y que de esos impuestos, se le compre pollo a sus asesinos. #GuerraContraPandillas"
459,Esto les pasa por atacar a la policía.
460,24/7 ♟ #GuerraContraPandillas
461,Seguimos… #PlanControlTerritorial
462,“¿Y cómo saben que son pandilleros?” La oposición aparte de ser protectora de criminales es imbécil.
463,"2,163 pandilleros capturados en 4 días… Y menos de 72 horas con RÉGIMEN DE EXCEPCIÓN. Ninguno saldrá libre. Seguimos… #GuerraContraPandillas"
464,"Llegan los primeros vehículos de patrullaje rural de la @FUERZARMADASV, adquiridos como parte de la Fase 3 del #PlanControlTerritorial. Entran en funcionamiento hoy mismo. Estos blindados pueden pasar por casi cualquier terreno, quebradas, montañas, etc. #GuerraContraPandillas"
465,"SALVADOREÑOS RECUERDEN: Cuando los pandilleros asesinaron a decenas de personas inocentes, la CIDH no dijo NI UNA TAN SOLA PALABRA. Pero no tardaron ni 1 día en condenar que nos pusimos más duros con ellos en las cárceles. RECUERDEN siempre qué intereses representan ellos."
466,He solicitado al presidente de la @AsambleaSV que convoque a una sesión extraordinaria para pedir la aprobación de más herramientas legales para combatir más eficazmente a las pandillas. #GuerraContraPandillas
467,Ya salió la CIDH a defender a los pandilleros. Pero ni una sola palabra sobre las víctimas de estos asesinos. Queda claro de que lado están. Los países deberíamos de evaluar retirarnos de estas organizaciones internacionales que solo buscan mantener a nuestra gente sufriendo.
468,"Do you know how many countries have decided to help us in the war against gangs? Exactly: NONE Do not come later and try to tell us what we should have done or not do, when at the moment that we could have needed your help, you left us alone."
469,"¿Saben cuántos países han decidido ayudarnos en la guerra contra las pandillas? Exactamente: NINGUNO No vengan después a querernos decir que es lo que debimos haber hecho o dejar de hacer, cuando en el momento que pudimos haberlos necesitado, nos dejaron solos."
470,"Vean quiénes apoyan a las pandillas y están en contra de las medidas que el Gobierno está tomando para salvaguardar la vida de la población. Son exactamente los mismos de la oposición, no hay uno mas y no hay uno menos. Revelador."
